"Daily Mean data	    supplied by UK-air on 05/01/2026",,,,,,,,,,,,,,,,,,,,,,,,,,
All Data GMT hour ending,,,,,,,,,,,,,,,,,,,,,,,,,,
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect,,,,,,,,,,,,,,,,,,,,,,,,,,
Site name,Camden Kerbside,,Haringey Roadside,,London Bexley,,London Bloomsbury,,London Eltham,,London Haringey Priory Park South,,London Harlington,,London Hillingdon,,London Marylebone Road,,London N. Kensington,,London Westminster,,Southwark A2 Old Kent Road,,Tower Hamlets Roadside,
2020/2/5,71,V ugm-3,68,V ugm-3,52,V ugm-3,55,V ugm-3,35,V ugm-3,50,V ugm-3,59,V ugm-3,59,V ugm-3,80,V ugm-3,56,V ugm-3,61,V ugm-3,61,V ugm-3,54,V ugm-3
2020/2/6,81,V ugm-3,73,V ugm-3,53,V ugm-3,64,V ugm-3,35,V ugm-3,56,V ugm-3,72,V ugm-3,68,V ugm-3,84,V ugm-3,63,V ugm-3,67,V ugm-3,67,V ugm-3,57,V ugm-3
2020/2/7,61,V ugm-3,54,V ugm-3,37,V ugm-3,47,V ugm-3,23,V ugm-3,38,V ugm-3,50,V ugm-3,55,V ugm-3,72,V ugm-3,43,V ugm-3,47,V ugm-3,45,V ugm-3,39,V ugm-3
2020/2/8,35,V ugm-3,37,V ugm-3,14,V ugm-3,22,V ugm-3,12,V ugm-3,17,V ugm-3,26,V ugm-3,39,V ugm-3,65,V ugm-3,17,V ugm-3,19,V ugm-3,17,V ugm-3,22,V ugm-3
2020/2/9,17,V ugm-3,13,V ugm-3,3,V ugm-3,10,V ugm-3,4,V ugm-3,5,V ugm-3,10,V ugm-3,14,V ugm-3,35,V ugm-3,5,V ugm-3,8,V ugm-3,6,V ugm-3,11,V ugm-3
2020/2/10,25,V ugm-3,19,V ugm-3,8,V ugm-3,33,V ugm-3,8,V ugm-3,9,V ugm-3,11,V ugm-3,24,V ugm-3,69,V ugm-3,13,V ugm-3,17,V ugm-3,11,V ugm-3,25,V ugm-3
2020/2/11,25,V ugm-3,20,V ugm-3,10,V ugm-3,35,V ugm-3,9,V ugm-3,10,V ugm-3,9,V ugm-3,26,V ugm-3,66,V ugm-3,15,V ugm-3,21,V ugm-3,13,V ugm-3,24,V ugm-3
2020/2/12,40,V ugm-3,37,V ugm-3,18,V ugm-3,35,V ugm-3,15,V ugm-3,22,V ugm-3,25,V ugm-3,46,V ugm-3,74,V ugm-3,24,V ugm-3,30,V ugm-3,23,V ugm-3,28,V ugm-3
2020/2/13,39,V ugm-3,29,V ugm-3,19,V ugm-3,51,V ugm-3,15,V ugm-3,16,V ugm-3,27,V ugm-3,30,V ugm-3,68,V ugm-3,23,V ugm-3,37,V ugm-3,25,V ugm-3,36,V ugm-3
2020/2/14,50,V ugm-3,47,V ugm-3,23,V ugm-3,40,V ugm-3,17,V ugm-3,23,V ugm-3,35,V ugm-3,50,V ugm-3,77,V ugm-3,32,V ugm-3,37,V ugm-3,33,V ugm-3,27,V ugm-3
2020/2/15,20,V ugm-3,20,V ugm-3,4,V ugm-3,12,V ugm-3,4,V ugm-3,7,V ugm-3,17,V ugm-3,22,V ugm-3,40,V ugm-3,7,V ugm-3,11,V ugm-3,8,V ugm-3,12,V ugm-3
2020/2/16,24,V ugm-3,20,V ugm-3,5,V ugm-3,13,V ugm-3,5,V ugm-3,7,V ugm-3,23,V ugm-3,21,V ugm-3,55,V ugm-3,8,V ugm-3,11,V ugm-3,9,V ugm-3,16,V ugm-3
2020/2/17,No data,V ugm-3,23,V ugm-3,9,V ugm-3,26,V ugm-3,9,V ugm-3,9,V ugm-3,13,V ugm-3,26,V ugm-3,70,V ugm-3,14,V ugm-3,18,V ugm-3,12,V ugm-3,22,V ugm-3
2020/2/18,No data,V ugm-3,30,V ugm-3,10,V ugm-3,30,V ugm-3,No data,V ugm-3,14,V ugm-3,20,V ugm-3,30,V ugm-3,74,V ugm-3,16,V ugm-3,22,V ugm-3,17,V ugm-3,26,V ugm-3
2020/2/19,No data,V ugm-3,38,V ugm-3,18,V ugm-3,42,V ugm-3,No data,V ugm-3,19,V ugm-3,30,V ugm-3,45,V ugm-3,76,V ugm-3,24,V ugm-3,29,V ugm-3,31,V ugm-3,32,V ugm-3
2020/2/20,33,V ugm-3,25,V ugm-3,14,V ugm-3,37,V ugm-3,12,V ugm-3,11,V ugm-3,17,V ugm-3,28,V ugm-3,64,V ugm-3,16,V ugm-3,27,V ugm-3,18,V ugm-3,29,V ugm-3
2020/2/21,32,V ugm-3,28,V ugm-3,10,V ugm-3,20,V ugm-3,9,V ugm-3,11,V ugm-3,22,V ugm-3,30,V ugm-3,74,V ugm-3,14,V ugm-3,17,V ugm-3,14,V ugm-3,19,V ugm-3
2020/2/22,18,V ugm-3,14,V ugm-3,5,V ugm-3,26,V ugm-3,6,V ugm-3,5,V ugm-3,10,V ugm-3,13,V ugm-3,57,V ugm-3,7,V ugm-3,13,V ugm-3,9,V ugm-3,15,V ugm-3
2020/2/23,30,V ugm-3,22,V ugm-3,13,V ugm-3,31,V ugm-3,11,V ugm-3,12,V ugm-3,19,V ugm-3,18,V ugm-3,40,V ugm-3,17,V ugm-3,20,V ugm-3,21,V ugm-3,22,V ugm-3
2020/2/24,30,V ugm-3,27,V ugm-3,12,V ugm-3,27,V ugm-3,10,V ugm-3,13,V ugm-3,22,V ugm-3,34,V ugm-3,70,V ugm-3,16,V ugm-3,20,V ugm-3,15,V ugm-3,24,V ugm-3
2020/2/25,31,V ugm-3,26,V ugm-3,12,V ugm-3,38,V ugm-3,12,V ugm-3,12,V ugm-3,14,V ugm-3,36,V ugm-3,86,V ugm-3,18,V ugm-3,23,V ugm-3,16,V ugm-3,29,V ugm-3
2020/2/26,35,V ugm-3,28,V ugm-3,24,V ugm-3,59,V ugm-3,21,V ugm-3,16,V ugm-3,20,V ugm-3,25,V ugm-3,59,V ugm-3,24,V ugm-3,37,V ugm-3,30,V ugm-3,32,V ugm-3
2020/2/27,58,V ugm-3,39,V ugm-3,29,V ugm-3,47,V ugm-3,24,V ugm-3,24,V ugm-3,30,V ugm-3,30,V ugm-3,54,V ugm-3,30,V ugm-3,47,V ugm-3,50,V ugm-3,43,V ugm-3
2020/2/28,49,V ugm-3,49,V ugm-3,22,V ugm-3,31,V ugm-3,13,V ugm-3,25,V ugm-3,37,V ugm-3,47,V ugm-3,74,V ugm-3,19,V ugm-3,33,V ugm-3,27,V ugm-3,25,V ugm-3
2020/2/29,26,V ugm-3,21,V ugm-3,6,V ugm-3,21,V ugm-3,5,V ugm-3,7,V ugm-3,13,V ugm-3,20,V ugm-3,61,V ugm-3,11,V ugm-3,14,V ugm-3,11,V ugm-3,15,V ugm-3
2020/3/1,27,V ugm-3,23,V ugm-3,6,V ugm-3,16,V ugm-3,5,V ugm-3,8,V ugm-3,22,V ugm-3,30,V ugm-3,64,V ugm-3,11,V ugm-3,13,V ugm-3,12,V ugm-3,14,V ugm-3
2020/3/2,55,V ugm-3,32,V ugm-3,24,V ugm-3,44,V ugm-3,17,V ugm-3,16,V ugm-3,22,V ugm-3,28,V ugm-3,61,V ugm-3,26,V ugm-3,35,V ugm-3,42,V ugm-3,37,V ugm-3
2020/3/3,47,V ugm-3,40,V ugm-3,34,V ugm-3,54,V ugm-3,No data,V ugm-3,24,V ugm-3,32,V ugm-3,45,V ugm-3,87,V ugm-3,39,V ugm-3,44,V ugm-3,40,V ugm-3,35,V ugm-3
2020/3/4,72,V ugm-3,52,V ugm-3,35,V ugm-3,46,V ugm-3,No data,V ugm-3,35,V ugm-3,43,V ugm-3,58,V ugm-3,90,V ugm-3,45,V ugm-3,48,V ugm-3,48,V ugm-3,46,V ugm-3
2020/3/5,55,V ugm-3,27,V ugm-3,19,V ugm-3,36,V ugm-3,No data,V ugm-3,14,V ugm-3,18,V ugm-3,16,V ugm-3,37,V ugm-3,22,V ugm-3,36,V ugm-3,40,V ugm-3,47,V ugm-3
2020/3/6,79,V ugm-3,40,V ugm-3,39,V ugm-3,52,V ugm-3,No data,V ugm-3,30,V ugm-3,43,V ugm-3,33,V ugm-3,62,V ugm-3,42,V ugm-3,49,V ugm-3,57,V ugm-3,54,V ugm-3
2020/3/7,48,V ugm-3,45,V ugm-3,23,V ugm-3,30,V ugm-3,20,V ugm-3,25,V ugm-3,38,V ugm-3,41,V ugm-3,77,V ugm-3,29,V ugm-3,30,V ugm-3,26,V ugm-3,30,V ugm-3
2020/3/8,26,V ugm-3,24,V ugm-3,7,V ugm-3,14,V ugm-3,7,V ugm-3,10,V ugm-3,20,V ugm-3,25,V ugm-3,59,V ugm-3,12,V ugm-3,11,V ugm-3,11,V ugm-3,17,V ugm-3
2020/3/9,34,V ugm-3,30,V ugm-3,11,V ugm-3,31,V ugm-3,11,V ugm-3,14,V ugm-3,16,V ugm-3,34,V ugm-3,79,V ugm-3,19,V ugm-3,21,V ugm-3,17,V ugm-3,23,V ugm-3
2020/3/10,23,V ugm-3,17,V ugm-3,7,V ugm-3,26,V ugm-3,9,V ugm-3,9,V ugm-3,9,V ugm-3,20,V ugm-3,63,V ugm-3,13,V ugm-3,16,V ugm-3,11,V ugm-3,20,V ugm-3
2020/3/11,31,V ugm-3,25,V ugm-3,10,V ugm-3,28,V ugm-3,9,V ugm-3,9,V ugm-3,17,V ugm-3,28,V ugm-3,75,V ugm-3,13,V ugm-3,15,V ugm-3,12,V ugm-3,18,V ugm-3
2020/3/12,24,V ugm-3,20,V ugm-3,8,V ugm-3,29,V ugm-3,8,V ugm-3,8,V ugm-3,No data,V ugm-3,26,V ugm-3,76,V ugm-3,13,V ugm-3,15,V ugm-3,11,V ugm-3,18,V ugm-3
2020/3/13,34,V ugm-3,31,V ugm-3,20,V ugm-3,44,V ugm-3,15,V ugm-3,13,V ugm-3,No data,V ugm-3,31,V ugm-3,69,V ugm-3,19,V ugm-3,24,V ugm-3,22,V ugm-3,27,V ugm-3
2020/3/14,41,V ugm-3,32,V ugm-3,10,V ugm-3,17,V ugm-3,7,V ugm-3,12,V ugm-3,27,V ugm-3,34,V ugm-3,61,V ugm-3,13,V ugm-3,17,V ugm-3,13,V ugm-3,14,V ugm-3
2020/3/15,30,V ugm-3,25,V ugm-3,13,V ugm-3,28,V ugm-3,10,V ugm-3,12,V ugm-3,23,V ugm-3,28,V ugm-3,53,V ugm-3,17,V ugm-3,17,V ugm-3,15,V ugm-3,15,V ugm-3
2020/3/16,48,V ugm-3,37,V ugm-3,30,V ugm-3,44,V ugm-3,24,V ugm-3,20,V ugm-3,31,V ugm-3,36,V ugm-3,68,V ugm-3,32,V ugm-3,34,V ugm-3,No data,V ugm-3,36,V ugm-3
2020/3/17,36,V ugm-3,32,V ugm-3,14,V ugm-3,17,V ugm-3,8,V ugm-3,13,V ugm-3,25,V ugm-3,38,V ugm-3,66,V ugm-3,17,V ugm-3,21,V ugm-3,No data,V ugm-3,18,V ugm-3
2020/3/18,36,V ugm-3,32,V ugm-3,12,V ugm-3,17,V ugm-3,7,V ugm-3,13,V ugm-3,21,V ugm-3,30,V ugm-3,60,V ugm-3,16,V ugm-3,17,V ugm-3,No data,V ugm-3,16,V ugm-3
2020/3/19,40,V ugm-3,29,V ugm-3,17,V ugm-3,26,V ugm-3,11,V ugm-3,17,V ugm-3,23,V ugm-3,23,V ugm-3,29,V ugm-3,23,V ugm-3,44,V ugm-3,No data,V ugm-3,43,V ugm-3
2020/3/20,26,V ugm-3,19,V ugm-3,10,V ugm-3,16,V ugm-3,6,V ugm-3,9,V ugm-3,11,V ugm-3,15,V ugm-3,21,V ugm-3,13,V ugm-3,18,V ugm-3,No data,V ugm-3,29,V ugm-3
2020/3/21,24,V ugm-3,16,V ugm-3,11,V ugm-3,22,V ugm-3,7,V ugm-3,10,V ugm-3,13,V ugm-3,19,V ugm-3,34,V ugm-3,15,V ugm-3,16,V ugm-3,23,V ugm-3,19,V ugm-3
2020/3/22,21,V ugm-3,17,V ugm-3,16,V ugm-3,24,V ugm-3,12,V ugm-3,12,V ugm-3,15,V ugm-3,18,V ugm-3,31,V ugm-3,15,V ugm-3,19,V ugm-3,23,V ugm-3,19,V ugm-3
2020/3/23,56,V ugm-3,43,V ugm-3,39,V ugm-3,46,V ugm-3,26,V ugm-3,27,V ugm-3,28,V ugm-3,44,V ugm-3,65,V ugm-3,35,V ugm-3,40,V ugm-3,49,V ugm-3,36,V ugm-3
2020/3/24,47,V ugm-3,52,V ugm-3,43,V ugm-3,25,V ugm-3,15,V ugm-3,33,V ugm-3,37,V ugm-3,52,V ugm-3,49,V ugm-3,27,V ugm-3,30,V ugm-3,35,V ugm-3,30,V ugm-3
2020/3/25,59,V ugm-3,45,V ugm-3,46,V ugm-3,51,V ugm-3,30,V ugm-3,34,V ugm-3,39,V ugm-3,40,V ugm-3,61,V ugm-3,44,V ugm-3,46,V ugm-3,52,V ugm-3,43,V ugm-3
2020/3/26,30,V ugm-3,29,V ugm-3,32,V ugm-3,32,V ugm-3,19,V ugm-3,19,V ugm-3,23,V ugm-3,22,V ugm-3,32,V ugm-3,23,V ugm-3,31,V ugm-3,37,V ugm-3,32,V ugm-3
2020/3/27,22,V ugm-3,22,V ugm-3,23,V ugm-3,24,V ugm-3,10,V ugm-3,12,V ugm-3,14,V ugm-3,12,V ugm-3,20,V ugm-3,15,V ugm-3,25,V ugm-3,27,V ugm-3,26,V ugm-3
2020/3/28,13,V ugm-3,12,V ugm-3,11,V ugm-3,13,V ugm-3,5,V ugm-3,5,V ugm-3,5,V ugm-3,6,V ugm-3,9,V ugm-3,8,V ugm-3,15,V ugm-3,13,V ugm-3,15,V ugm-3
2020/3/29,11,V ugm-3,9,V ugm-3,7,V ugm-3,9,V ugm-3,2,V ugm-3,3,V ugm-3,2,V ugm-3,5,V ugm-3,7,V ugm-3,5,V ugm-3,10,V ugm-3,8,V ugm-3,10,V ugm-3
2020/3/30,25,V ugm-3,20,V ugm-3,16,V ugm-3,20,V ugm-3,8,V ugm-3,7,V ugm-3,7,V ugm-3,9,V ugm-3,15,V ugm-3,11,V ugm-3,18,V ugm-3,26,V ugm-3,20,V ugm-3
2020/3/31,26,V ugm-3,26,V ugm-3,17,V ugm-3,24,V ugm-3,9,V ugm-3,14,V ugm-3,14,V ugm-3,20,V ugm-3,24,V ugm-3,14,V ugm-3,21,V ugm-3,30,V ugm-3,23,V ugm-3
2020/4/1,41,V ugm-3,34,V ugm-3,35,V ugm-3,28,V ugm-3,21,V ugm-3,17,V ugm-3,28,V ugm-3,21,V ugm-3,35,V ugm-3,25,V ugm-3,33,V ugm-3,44,V ugm-3,33,V ugm-3
2020/4/2,18,V ugm-3,19,V ugm-3,22,V ugm-3,65,V ugm-3,15,V ugm-3,10,V ugm-3,12,V ugm-3,14,V ugm-3,38,V ugm-3,16,V ugm-3,20,V ugm-3,19,V ugm-3,22,V ugm-3
2020/4/3,35,V ugm-3,37,V ugm-3,26,V ugm-3,39,V ugm-3,16,V ugm-3,17,V ugm-3,22,V ugm-3,29,V ugm-3,46,V ugm-3,23,V ugm-3,24,V ugm-3,29,V ugm-3,32,V ugm-3
2020/4/4,33,V ugm-3,44,V ugm-3,24,V ugm-3,20,V ugm-3,10,V ugm-3,20,V ugm-3,20,V ugm-3,31,V ugm-3,34,V ugm-3,19,V ugm-3,23,V ugm-3,22,V ugm-3,23,V ugm-3
2020/4/5,20,V ugm-3,27,V ugm-3,15,V ugm-3,13,V ugm-3,6,V ugm-3,15,V ugm-3,19,V ugm-3,24,V ugm-3,24,V ugm-3,12,V ugm-3,14,V ugm-3,13,V ugm-3,12,V ugm-3
2020/4/6,21,V ugm-3,23,V ugm-3,19,V ugm-3,46,V ugm-3,10,V ugm-3,10,V ugm-3,16,V ugm-3,19,V ugm-3,39,V ugm-3,15,V ugm-3,16,V ugm-3,19,V ugm-3,18,V ugm-3
2020/4/7,45,V ugm-3,37,V ugm-3,47,V ugm-3,38,V ugm-3,32,V ugm-3,21,V ugm-3,29,V ugm-3,41,V ugm-3,46,V ugm-3,33,V ugm-3,40,V ugm-3,51,V ugm-3,34,V ugm-3
2020/4/8,50,V ugm-3,43,V ugm-3,49,V ugm-3,51,V ugm-3,33,V ugm-3,28,V ugm-3,36,V ugm-3,42,V ugm-3,57,V ugm-3,40,V ugm-3,47,V ugm-3,53,V ugm-3,42,V ugm-3
2020/4/9,42,V ugm-3,39,V ugm-3,49,V ugm-3,52,V ugm-3,33,V ugm-3,23,V ugm-3,36,V ugm-3,35,V ugm-3,53,V ugm-3,38,V ugm-3,50,V ugm-3,50,V ugm-3,43,V ugm-3
2020/4/10,34,V ugm-3,31,V ugm-3,40,V ugm-3,48,V ugm-3,30,V ugm-3,20,V ugm-3,30,V ugm-3,31,V ugm-3,47,V ugm-3,34,V ugm-3,42,V ugm-3,40,V ugm-3,35,V ugm-3
2020/4/11,37,V ugm-3,46,V ugm-3,47,V ugm-3,43,V ugm-3,27,V ugm-3,27,V ugm-3,30,V ugm-3,32,V ugm-3,45,V ugm-3,30,V ugm-3,41,V ugm-3,43,V ugm-3,43,V ugm-3
2020/4/12,21,V ugm-3,28,V ugm-3,20,V ugm-3,24,V ugm-3,9,V ugm-3,12,V ugm-3,20,V ugm-3,23,V ugm-3,27,V ugm-3,15,V ugm-3,20,V ugm-3,19,V ugm-3,22,V ugm-3
2020/4/13,9,V ugm-3,12,V ugm-3,6,V ugm-3,9,V ugm-3,4,V ugm-3,3,V ugm-3,5,V ugm-3,7,V ugm-3,8,V ugm-3,6,V ugm-3,9,V ugm-3,12,V ugm-3,11,V ugm-3
2020/4/14,28,V ugm-3,25,V ugm-3,15,V ugm-3,18,V ugm-3,9,V ugm-3,12,V ugm-3,12,V ugm-3,23,V ugm-3,31,V ugm-3,12,V ugm-3,14,V ugm-3,27,V ugm-3,18,V ugm-3
2020/4/15,44,V ugm-3,40,V ugm-3,37,V ugm-3,37,V ugm-3,19,V ugm-3,27,V ugm-3,27,V ugm-3,38,V ugm-3,55,V ugm-3,29,V ugm-3,29,V ugm-3,38,V ugm-3,35,V ugm-3
2020/4/16,44,V ugm-3,39,V ugm-3,45,V ugm-3,45,V ugm-3,32,V ugm-3,29,V ugm-3,36,V ugm-3,41,V ugm-3,53,V ugm-3,38,V ugm-3,48,V ugm-3,51,V ugm-3,40,V ugm-3
2020/4/17,21,V ugm-3,18,V ugm-3,13,V ugm-3,22,V ugm-3,9,V ugm-3,10,V ugm-3,16,V ugm-3,18,V ugm-3,28,V ugm-3,15,V ugm-3,18,V ugm-3,25,V ugm-3,20,V ugm-3
2020/4/18,25,V ugm-3,25,V ugm-3,18,V ugm-3,22,V ugm-3,11,V ugm-3,12,V ugm-3,15,V ugm-3,18,V ugm-3,23,V ugm-3,18,V ugm-3,19,V ugm-3,27,V ugm-3,23,V ugm-3
2020/4/19,15,V ugm-3,18,V ugm-3,14,V ugm-3,17,V ugm-3,6,V ugm-3,8,V ugm-3,11,V ugm-3,13,V ugm-3,15,V ugm-3,13,V ugm-3,15,V ugm-3,17,V ugm-3,18,V ugm-3
2020/4/20,18,V ugm-3,17,V ugm-3,14,V ugm-3,18,V ugm-3,8,V ugm-3,9,V ugm-3,10,V ugm-3,15,V ugm-3,19,V ugm-3,12,V ugm-3,16,V ugm-3,26,V ugm-3,19,V ugm-3
2020/4/21,18,V ugm-3,18,V ugm-3,13,V ugm-3,20,V ugm-3,9,V ugm-3,11,V ugm-3,13,V ugm-3,17,V ugm-3,21,V ugm-3,12,V ugm-3,18,V ugm-3,29,V ugm-3,21,V ugm-3
2020/4/22,22,V ugm-3,24,V ugm-3,20,V ugm-3,25,V ugm-3,12,V ugm-3,12,V ugm-3,15,V ugm-3,16,V ugm-3,24,V ugm-3,15,V ugm-3,21,V ugm-3,31,V ugm-3,25,V ugm-3
2020/4/23,36,V ugm-3,31,V ugm-3,31,V ugm-3,33,V ugm-3,17,V ugm-3,16,V ugm-3,21,V ugm-3,26,V ugm-3,37,V ugm-3,22,V ugm-3,29,V ugm-3,41,V ugm-3,27,V ugm-3
2020/4/24,33,V ugm-3,28,V ugm-3,28,V ugm-3,29,V ugm-3,17,V ugm-3,12,V ugm-3,23,V ugm-3,22,V ugm-3,34,V ugm-3,20,V ugm-3,27,V ugm-3,44,V ugm-3,30,V ugm-3
2020/4/25,25,V ugm-3,20,V ugm-3,11,V ugm-3,22,V ugm-3,8,V ugm-3,10,V ugm-3,No data,V ugm-3,23,V ugm-3,27,V ugm-3,15,V ugm-3,15,V ugm-3,22,V ugm-3,15,V ugm-3
2020/4/26,23,V ugm-3,32,V ugm-3,16,V ugm-3,17,V ugm-3,6,V ugm-3,15,V ugm-3,,,25,V ugm-3,32,V ugm-3,12,V ugm-3,17,V ugm-3,20,V ugm-3,17,V ugm-3
2020/4/27,28,V ugm-3,29,V ugm-3,19,V ugm-3,28,V ugm-3,12,V ugm-3,14,V ugm-3,No data,V ugm-3,25,V ugm-3,40,V ugm-3,19,V ugm-3,22,V ugm-3,25,V ugm-3,27,V ugm-3
2020/4/28,22,V ugm-3,21,V ugm-3,12,V ugm-3,21,V ugm-3,9,V ugm-3,12,V ugm-3,15,V ugm-3,19,V ugm-3,25,V ugm-3,14,V ugm-3,21,V ugm-3,No data,V ugm-3,33,V ugm-3
2020/4/29,21,V ugm-3,31,V ugm-3,10,V ugm-3,14,V ugm-3,6,V ugm-3,9,V ugm-3,8,V ugm-3,25,V ugm-3,35,V ugm-3,11,V ugm-3,14,V ugm-3,No data,V ugm-3,19,V ugm-3
2020/4/30,18,V ugm-3,28,V ugm-3,7,V ugm-3,12,V ugm-3,5,V ugm-3,8,V ugm-3,8,V ugm-3,25,V ugm-3,35,V ugm-3,8,V ugm-3,15,V ugm-3,No data,V ugm-3,16,V ugm-3
2020/5/1,16,V ugm-3,20,V ugm-3,9,V ugm-3,34,V ugm-3,6,V ugm-3,8,V ugm-3,5,V ugm-3,18,V ugm-3,34,V ugm-3,9,V ugm-3,32,V ugm-3,No data,V ugm-3,16,V ugm-3
2020/5/2,18,V ugm-3,19,V ugm-3,9,V ugm-3,38,V ugm-3,6,V ugm-3,8,V ugm-3,9,V ugm-3,17,V ugm-3,26,V ugm-3,11,V ugm-3,44,V ugm-3,No data,V ugm-3,18,V ugm-3
2020/5/3,27,V ugm-3,32,V ugm-3,14,V ugm-3,19,V ugm-3,8,V ugm-3,15,V ugm-3,10,V ugm-3,33,V ugm-3,31,V ugm-3,16,V ugm-3,34,V ugm-3,No data,V ugm-3,17,V ugm-3
2020/5/4,25,V ugm-3,23,V ugm-3,13,V ugm-3,22,V ugm-3,7,V ugm-3,10,V ugm-3,11,V ugm-3,19,V ugm-3,28,V ugm-3,13,V ugm-3,61,V ugm-3,No data,V ugm-3,20,V ugm-3
2020/5/5,20,V ugm-3,18,V ugm-3,8,V ugm-3,23,V ugm-3,5,V ugm-3,7,V ugm-3,9,V ugm-3,18,V ugm-3,28,V ugm-3,10,V ugm-3,62,V ugm-3,No data,V ugm-3,13,V ugm-3
2020/5/6,32,V ugm-3,28,V ugm-3,18,V ugm-3,26,V ugm-3,11,V ugm-3,12,V ugm-3,16,V ugm-3,27,V ugm-3,35,V ugm-3,19,V ugm-3,76,V ugm-3,No data,V ugm-3,22,V ugm-3
2020/5/7,34,V ugm-3,41,V ugm-3,26,V ugm-3,28,V ugm-3,14,V ugm-3,17,V ugm-3,22,V ugm-3,38,V ugm-3,52,V ugm-3,22,V ugm-3,45,V ugm-3,No data,V ugm-3,26,V ugm-3
2020/5/8,39,V ugm-3,44,V ugm-3,28,V ugm-3,25,V ugm-3,12,V ugm-3,17,V ugm-3,26,V ugm-3,41,V ugm-3,46,V ugm-3,23,V ugm-3,35,V ugm-3,No data,V ugm-3,31,V ugm-3
2020/5/9,37,V ugm-3,36,V ugm-3,34,V ugm-3,41,V ugm-3,20,V ugm-3,19,V ugm-3,25,V ugm-3,37,V ugm-3,44,V ugm-3,32,V ugm-3,87,V ugm-3,No data,V ugm-3,34,V ugm-3
2020/5/10,12,V ugm-3,16,V ugm-3,13,V ugm-3,16,V ugm-3,7,V ugm-3,7,V ugm-3,8,V ugm-3,8,V ugm-3,10,V ugm-3,10,V ugm-3,65,V ugm-3,No data,V ugm-3,15,V ugm-3
2020/5/11,14,V ugm-3,14,V ugm-3,6,V ugm-3,13,V ugm-3,3,V ugm-3,4,V ugm-3,4,V ugm-3,7,V ugm-3,9,V ugm-3,6,V ugm-3,49,V ugm-3,No data,V ugm-3,13,V ugm-3
2020/5/12,30,V ugm-3,23,V ugm-3,16,V ugm-3,25,V ugm-3,10,V ugm-3,7,V ugm-3,12,V ugm-3,12,V ugm-3,23,V ugm-3,14,V ugm-3,52,V ugm-3,No data,V ugm-3,25,V ugm-3
2020/5/13,21,V ugm-3,20,V ugm-3,9,V ugm-3,16,V ugm-3,4,V ugm-3,6,V ugm-3,7,V ugm-3,9,V ugm-3,14,V ugm-3,9,V ugm-3,57,V ugm-3,No data,V ugm-3,20,V ugm-3
2020/5/14,22,V ugm-3,22,V ugm-3,11,V ugm-3,20,V ugm-3,6,V ugm-3,7,V ugm-3,9,V ugm-3,17,V ugm-3,20,V ugm-3,11,V ugm-3,34,V ugm-3,No data,V ugm-3,19,V ugm-3
2020/5/15,37,V ugm-3,31,V ugm-3,20,V ugm-3,29,V ugm-3,11,V ugm-3,13,V ugm-3,21,V ugm-3,23,V ugm-3,29,V ugm-3,19,V ugm-3,20,V ugm-3,No data,V ugm-3,32,V ugm-3
2020/5/16,26,V ugm-3,24,V ugm-3,17,V ugm-3,39,V ugm-3,9,V ugm-3,9,V ugm-3,13,V ugm-3,20,V ugm-3,28,V ugm-3,18,V ugm-3,14,V ugm-3,No data,V ugm-3,27,V ugm-3
2020/5/17,18,V ugm-3,29,V ugm-3,10,V ugm-3,34,V ugm-3,7,V ugm-3,10,V ugm-3,7,V ugm-3,13,V ugm-3,30,V ugm-3,14,V ugm-3,11,V ugm-3,No data,V ugm-3,21,V ugm-3
2020/5/18,14,V ugm-3,20,V ugm-3,8,V ugm-3,39,V ugm-3,6,V ugm-3,6,V ugm-3,6,V ugm-3,17,V ugm-3,42,V ugm-3,10,V ugm-3,10,V ugm-3,No data,V ugm-3,19,V ugm-3
2020/5/19,19,V ugm-3,21,V ugm-3,12,V ugm-3,42,V ugm-3,10,V ugm-3,8,V ugm-3,11,V ugm-3,15,V ugm-3,37,V ugm-3,17,V ugm-3,13,V ugm-3,No data,V ugm-3,23,V ugm-3
2020/5/20,31,V ugm-3,41,V ugm-3,16,V ugm-3,22,V ugm-3,10,V ugm-3,16,V ugm-3,15,V ugm-3,35,V ugm-3,48,V ugm-3,18,V ugm-3,18,V ugm-3,15,V ugm-3,20,V ugm-3
2020/5/21,31,V ugm-3,39,V ugm-3,22,V ugm-3,26,V ugm-3,13,V ugm-3,14,V ugm-3,17,V ugm-3,28,V ugm-3,46,V ugm-3,18,V ugm-3,18,V ugm-3,25,V ugm-3,23,V ugm-3
2020/5/22,13,V ugm-3,22,V ugm-3,7,V ugm-3,10,V ugm-3,5,V ugm-3,5,V ugm-3,7,V ugm-3,17,V ugm-3,34,V ugm-3,7,V ugm-3,9,V ugm-3,8,V ugm-3,11,V ugm-3
2020/5/23,6,V ugm-3,10,V ugm-3,2,V ugm-3,18,V ugm-3,3,V ugm-3,2,V ugm-3,3,V ugm-3,9,V ugm-3,22,V ugm-3,4,V ugm-3,4,V ugm-3,5,V ugm-3,10,V ugm-3
2020/5/24,17,V ugm-3,14,V ugm-3,10,V ugm-3,26,V ugm-3,6,V ugm-3,6,V ugm-3,6,V ugm-3,10,V ugm-3,19,V ugm-3,10,V ugm-3,7,V ugm-3,16,V ugm-3,17,V ugm-3
