Daily Mean data	    supplied by UK-air on 06/01/2026
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
,"Camden Kerbside",,"Haringey Roadside",,"London Bexley",,"London Bloomsbury",,"London Eltham",,"London Haringey Priory Park South",,"London Harlington",,"London Hillingdon",,"London Marylebone Road",,"London N. Kensington",,"London Teddington",,"London Westminster",,"Southwark A2 Old Kent Road",,"Tower Hamlets Roadside",
2014-11-25,80,V ugm-3,61,V ugm-3,54,V ugm-3,81,V ugm-3,No data,V ugm-3,No data,V ugm-3,64,V ugm-3,63,V ugm-3,76,V ugm-3,65,V ugm-3,74,V ugm-3,77,V ugm-3,No data,V ugm-3,133,V ugm-3
2014-11-26,83,V ugm-3,51,V ugm-3,41,V ugm-3,69,V ugm-3,No data,V ugm-3,No data,V ugm-3,58,V ugm-3,56,V ugm-3,70,V ugm-3,57,V ugm-3,59,V ugm-3,71,V ugm-3,No data,V ugm-3,110,V ugm-3
2014-11-27,76,V ugm-3,51,V ugm-3,36,V ugm-3,61,V ugm-3,No data,V ugm-3,No data,V ugm-3,45,V ugm-3,66,V ugm-3,104,V ugm-3,49,V ugm-3,42,V ugm-3,56,V ugm-3,No data,V ugm-3,97,V ugm-3
2014-11-28,60,V ugm-3,40,V ugm-3,37,V ugm-3,56,V ugm-3,No data,V ugm-3,No data,V ugm-3,46,V ugm-3,48,V ugm-3,89,V ugm-3,45,V ugm-3,38,V ugm-3,51,V ugm-3,No data,V ugm-3,82,V ugm-3
2014-11-29,62,V ugm-3,43,V ugm-3,35,V ugm-3,59,V ugm-3,No data,V ugm-3,No data,V ugm-3,52,V ugm-3,53,V ugm-3,88,V ugm-3,49,V ugm-3,43,V ugm-3,52,V ugm-3,No data,V ugm-3,88,V ugm-3
2014-11-30,65,V ugm-3,33,V ugm-3,33,V ugm-3,60,V ugm-3,No data,V ugm-3,No data,V ugm-3,34,V ugm-3,35,V ugm-3,58,V ugm-3,39,V ugm-3,35,V ugm-3,50,V ugm-3,No data,V ugm-3,99,V ugm-3
2014-12-01,70,V ugm-3,32,V ugm-3,22,V ugm-3,46,V ugm-3,No data,V ugm-3,No data,V ugm-3,27,V ugm-3,24,V ugm-3,38,V ugm-3,26,V ugm-3,25,V ugm-3,38,V ugm-3,No data,V ugm-3,84,V ugm-3
2014-12-02,87,V ugm-3,30,V ugm-3,25,V ugm-3,57,V ugm-3,No data,V ugm-3,No data,V ugm-3,26,V ugm-3,24,V ugm-3,49,V ugm-3,32,V ugm-3,27,V ugm-3,46,V ugm-3,No data,V ugm-3,87,V ugm-3
2014-12-03,79,V ugm-3,41,V ugm-3,26,V ugm-3,62,V ugm-3,No data,V ugm-3,No data,V ugm-3,32,V ugm-3,29,V ugm-3,50,V ugm-3,34,V ugm-3,33,V ugm-3,57,V ugm-3,No data,V ugm-3,86,V ugm-3
2014-12-04,67,V ugm-3,33,V ugm-3,31,V ugm-3,48,V ugm-3,No data,V ugm-3,No data,V ugm-3,37,V ugm-3,41,V ugm-3,63,V ugm-3,36,V ugm-3,29,V ugm-3,49,V ugm-3,No data,V ugm-3,91,V ugm-3
2014-12-05,66,V ugm-3,46,V ugm-3,53,V ugm-3,70,V ugm-3,No data,V ugm-3,No data,V ugm-3,54,V ugm-3,53,V ugm-3,92,V ugm-3,54,V ugm-3,47,V ugm-3,68,V ugm-3,No data,V ugm-3,119,V ugm-3
2014-12-06,79,V ugm-3,57,V ugm-3,58,V ugm-3,75,V ugm-3,No data,V ugm-3,No data,V ugm-3,61,V ugm-3,73,V ugm-3,118,V ugm-3,61,V ugm-3,53,V ugm-3,76,V ugm-3,No data,V ugm-3,112,V ugm-3
2014-12-07,44,V ugm-3,37,V ugm-3,23,V ugm-3,55,V ugm-3,No data,V ugm-3,No data,V ugm-3,32,V ugm-3,47,V ugm-3,95,V ugm-3,31,V ugm-3,14,V ugm-3,37,V ugm-3,No data,V ugm-3,55,V ugm-3
2014-12-08,52,V ugm-3,38,V ugm-3,34,V ugm-3,65,V ugm-3,No data,V ugm-3,No data,V ugm-3,39,V ugm-3,48,V ugm-3,95,V ugm-3,41,V ugm-3,29,V ugm-3,60,V ugm-3,No data,V ugm-3,101,V ugm-3
2014-12-09,65,V ugm-3,55,V ugm-3,38,V ugm-3,65,V ugm-3,No data,V ugm-3,No data,V ugm-3,52,V ugm-3,86,V ugm-3,127,V ugm-3,47,V ugm-3,23,V ugm-3,58,V ugm-3,No data,V ugm-3,73,V ugm-3
2014-12-10,48,V ugm-3,40,V ugm-3,24,V ugm-3,55,V ugm-3,No data,V ugm-3,No data,V ugm-3,31,V ugm-3,66,V ugm-3,139,V ugm-3,35,V ugm-3,15,V ugm-3,47,V ugm-3,No data,V ugm-3,66,V ugm-3
2014-12-11,42,V ugm-3,36,V ugm-3,21,V ugm-3,53,V ugm-3,No data,V ugm-3,No data,V ugm-3,20,V ugm-3,52,V ugm-3,126,V ugm-3,28,V ugm-3,13,V ugm-3,40,V ugm-3,No data,V ugm-3,59,V ugm-3
2014-12-12,56,V ugm-3,46,V ugm-3,36,V ugm-3,64,V ugm-3,No data,V ugm-3,No data,V ugm-3,39,V ugm-3,67,V ugm-3,127,V ugm-3,45,V ugm-3,24,V ugm-3,57,V ugm-3,No data,V ugm-3,81,V ugm-3
2014-12-13,92,V ugm-3,62,V ugm-3,60,V ugm-3,76,V ugm-3,No data,V ugm-3,No data,V ugm-3,61,V ugm-3,79,V ugm-3,116,V ugm-3,70,V ugm-3,46,V ugm-3,77,V ugm-3,No data,V ugm-3,130,V ugm-3
2014-12-14,54,V ugm-3,49,V ugm-3,24,V ugm-3,51,V ugm-3,No data,V ugm-3,No data,V ugm-3,46,V ugm-3,75,V ugm-3,102,V ugm-3,37,V ugm-3,16,V ugm-3,39,V ugm-3,No data,V ugm-3,43,V ugm-3
2014-12-15,72,V ugm-3,58,V ugm-3,51,V ugm-3,73,V ugm-3,No data,V ugm-3,No data,V ugm-3,50,V ugm-3,85,V ugm-3,156,V ugm-3,59,V ugm-3,35,V ugm-3,65,V ugm-3,No data,V ugm-3,98,V ugm-3
2014-12-16,73,V ugm-3,66,V ugm-3,61,V ugm-3,87,V ugm-3,No data,V ugm-3,No data,V ugm-3,62,V ugm-3,87,V ugm-3,142,V ugm-3,65,V ugm-3,43,V ugm-3,76,V ugm-3,No data,V ugm-3,113,V ugm-3
2014-12-17,50,V ugm-3,42,V ugm-3,30,V ugm-3,59,V ugm-3,No data,V ugm-3,No data,V ugm-3,31,V ugm-3,62,V ugm-3,126,V ugm-3,43,V ugm-3,17,V ugm-3,51,V ugm-3,No data,V ugm-3,76,V ugm-3
2014-12-18,34,V ugm-3,29,V ugm-3,15,V ugm-3,39,V ugm-3,12,V ugm-3,No data,V ugm-3,19,V ugm-3,47,V ugm-3,116,V ugm-3,23,V ugm-3,11,V ugm-3,27,V ugm-3,No data,V ugm-3,45,V ugm-3
2014-12-19,46,V ugm-3,37,V ugm-3,25,V ugm-3,57,V ugm-3,21,V ugm-3,No data,V ugm-3,29,V ugm-3,48,V ugm-3,104,V ugm-3,33,V ugm-3,15,V ugm-3,45,V ugm-3,No data,V ugm-3,67,V ugm-3
2014-12-20,47,V ugm-3,42,V ugm-3,29,V ugm-3,60,V ugm-3,24,V ugm-3,No data,V ugm-3,28,V ugm-3,57,V ugm-3,97,V ugm-3,36,V ugm-3,15,V ugm-3,50,V ugm-3,No data,V ugm-3,65,V ugm-3
2014-12-21,35,V ugm-3,36,V ugm-3,15,V ugm-3,36,V ugm-3,9,V ugm-3,No data,V ugm-3,23,V ugm-3,42,V ugm-3,96,V ugm-3,21,V ugm-3,9,V ugm-3,20,V ugm-3,No data,V ugm-3,35,V ugm-3
2014-12-22,31,V ugm-3,27,V ugm-3,13,V ugm-3,32,V ugm-3,9,V ugm-3,No data,V ugm-3,17,V ugm-3,39,V ugm-3,94,V ugm-3,17,V ugm-3,9,V ugm-3,22,V ugm-3,No data,V ugm-3,36,V ugm-3
2014-12-23,36,V ugm-3,30,V ugm-3,11,V ugm-3,31,V ugm-3,8,V ugm-3,No data,V ugm-3,20,V ugm-3,41,V ugm-3,93,V ugm-3,17,V ugm-3,10,V ugm-3,20,V ugm-3,No data,V ugm-3,31,V ugm-3
2014-12-24,41,V ugm-3,31,V ugm-3,21,V ugm-3,50,V ugm-3,17,V ugm-3,No data,V ugm-3,19,V ugm-3,36,V ugm-3,70,V ugm-3,28,V ugm-3,15,V ugm-3,35,V ugm-3,No data,V ugm-3,53,V ugm-3
2014-12-25,35,V ugm-3,30,V ugm-3,25,V ugm-3,61,V ugm-3,21,V ugm-3,No data,V ugm-3,27,V ugm-3,36,V ugm-3,60,V ugm-3,32,V ugm-3,14,V ugm-3,40,V ugm-3,No data,V ugm-3,56,V ugm-3
2014-12-26,63,V ugm-3,51,V ugm-3,33,V ugm-3,55,V ugm-3,20,V ugm-3,No data,V ugm-3,45,V ugm-3,71,V ugm-3,80,V ugm-3,44,V ugm-3,21,V ugm-3,44,V ugm-3,No data,V ugm-3,47,V ugm-3
2014-12-27,59,V ugm-3,26,V ugm-3,20,V ugm-3,49,V ugm-3,15,V ugm-3,No data,V ugm-3,22,V ugm-3,23,V ugm-3,34,V ugm-3,23,V ugm-3,22,V ugm-3,38,V ugm-3,No data,V ugm-3,52,V ugm-3
2014-12-28,70,V ugm-3,46,V ugm-3,36,V ugm-3,59,V ugm-3,24,V ugm-3,No data,V ugm-3,40,V ugm-3,35,V ugm-3,50,V ugm-3,39,V ugm-3,38,V ugm-3,54,V ugm-3,No data,V ugm-3,90,V ugm-3
2014-12-29,86,V ugm-3,53,V ugm-3,62,V ugm-3,77,V ugm-3,46,V ugm-3,No data,V ugm-3,60,V ugm-3,60,V ugm-3,83,V ugm-3,63,V ugm-3,50,V ugm-3,73,V ugm-3,No data,V ugm-3,116,V ugm-3
2014-12-30,91,V ugm-3,67,V ugm-3,62,V ugm-3,80,V ugm-3,48,V ugm-3,No data,V ugm-3,72,V ugm-3,92,V ugm-3,114,V ugm-3,74,V ugm-3,51,V ugm-3,73,V ugm-3,No data,V ugm-3,127,V ugm-3
2014-12-31,70,V ugm-3,68,V ugm-3,39,V ugm-3,60,V ugm-3,20,V ugm-3,No data,V ugm-3,64,V ugm-3,77,V ugm-3,94,V ugm-3,53,V ugm-3,30,V ugm-3,53,V ugm-3,No data,V ugm-3,57,V ugm-3
2015-01-01,28,V ugm-3,35,V ugm-3,10,V ugm-3,29,V ugm-3,7,V ugm-3,No data,V ugm-3,23,V ugm-3,37,V ugm-3,59,V ugm-3,16,V ugm-3,7,V ugm-3,22,V ugm-3,No data,V ugm-3,18,V ugm-3
2015-01-02,42,V ugm-3,36,V ugm-3,29,V ugm-3,56,V ugm-3,24,V ugm-3,No data,V ugm-3,31,V ugm-3,50,V ugm-3,71,V ugm-3,32,V ugm-3,16,V ugm-3,45,V ugm-3,No data,V ugm-3,55,V ugm-3
2015-01-03,74,V ugm-3,53,V ugm-3,36,V ugm-3,67,V ugm-3,31,V ugm-3,No data,V ugm-3,48,V ugm-3,60,V ugm-3,69,V ugm-3,49,V ugm-3,37,V ugm-3,57,V ugm-3,No data,V ugm-3,76,V ugm-3
2015-01-04,63,V ugm-3,58,V ugm-3,45,V ugm-3,62,V ugm-3,36,V ugm-3,No data,V ugm-3,58,V ugm-3,77,V ugm-3,83,V ugm-3,50,V ugm-3,30,V ugm-3,52,V ugm-3,No data,V ugm-3,80,V ugm-3
2015-01-05,72,V ugm-3,62,V ugm-3,42,V ugm-3,56,V ugm-3,25,V ugm-3,No data,V ugm-3,53,V ugm-3,86,V ugm-3,95,V ugm-3,47,V ugm-3,21,V ugm-3,53,V ugm-3,No data,V ugm-3,66,V ugm-3
2015-01-06,58,V ugm-3,53,V ugm-3,No data,V ugm-3,63,V ugm-3,29,V ugm-3,No data,V ugm-3,43,V ugm-3,62,V ugm-3,86,V ugm-3,42,V ugm-3,24,V ugm-3,54,V ugm-3,No data,V ugm-3,65,V ugm-3
2015-01-07,60,V ugm-3,53,V ugm-3,No data,V ugm-3,52,V ugm-3,17,V ugm-3,No data,V ugm-3,45,V ugm-3,74,V ugm-3,95,V ugm-3,39,V ugm-3,17,V ugm-3,46,V ugm-3,No data,V ugm-3,48,V ugm-3
2015-01-08,54,V ugm-3,45,V ugm-3,No data,V ugm-3,62,V ugm-3,30,V ugm-3,No data,V ugm-3,40,V ugm-3,66,V ugm-3,95,V ugm-3,41,V ugm-3,19,V ugm-3,52,V ugm-3,No data,V ugm-3,75,V ugm-3
2015-01-09,30,V ugm-3,27,V ugm-3,14,V ugm-3,34,V ugm-3,11,V ugm-3,No data,V ugm-3,13,V ugm-3,41,V ugm-3,89,V ugm-3,20,V ugm-3,10,V ugm-3,28,V ugm-3,No data,V ugm-3,45,V ugm-3
2015-01-10,24,V ugm-3,21,V ugm-3,14,V ugm-3,40,V ugm-3,12,V ugm-3,No data,V ugm-3,12,V ugm-3,30,V ugm-3,63,V ugm-3,16,V ugm-3,12,V ugm-3,30,V ugm-3,No data,V ugm-3,46,V ugm-3
2015-01-11,29,V ugm-3,29,V ugm-3,13,V ugm-3,35,V ugm-3,9,V ugm-3,No data,V ugm-3,18,V ugm-3,42,V ugm-3,90,V ugm-3,20,V ugm-3,9,V ugm-3,24,V ugm-3,No data,V ugm-3,46,V ugm-3
2015-01-12,44,V ugm-3,37,V ugm-3,14,V ugm-3,38,V ugm-3,8,V ugm-3,No data,V ugm-3,30,V ugm-3,55,V ugm-3,93,V ugm-3,22,V ugm-3,6,V ugm-3,32,V ugm-3,No data,V ugm-3,34,V ugm-3
2015-01-13,48,V ugm-3,39,V ugm-3,27,V ugm-3,45,V ugm-3,19,V ugm-3,No data,V ugm-3,31,V ugm-3,69,V ugm-3,111,V ugm-3,31,V ugm-3,12,V ugm-3,42,V ugm-3,No data,V ugm-3,57,V ugm-3
2015-01-14,44,V ugm-3,40,V ugm-3,19,V ugm-3,40,V ugm-3,14,V ugm-3,No data,V ugm-3,25,V ugm-3,58,V ugm-3,103,V ugm-3,24,V ugm-3,9,V ugm-3,35,V ugm-3,No data,V ugm-3,42,V ugm-3
2015-01-15,42,V ugm-3,36,V ugm-3,17,V ugm-3,38,V ugm-3,11,V ugm-3,No data,V ugm-3,26,V ugm-3,55,V ugm-3,106,V ugm-3,22,V ugm-3,8,V ugm-3,32,V ugm-3,No data,V ugm-3,34,V ugm-3
2015-01-16,64,V ugm-3,51,V ugm-3,47,V ugm-3,69,V ugm-3,33,V ugm-3,No data,V ugm-3,46,V ugm-3,69,V ugm-3,109,V ugm-3,48,V ugm-3,32,V ugm-3,64,V ugm-3,No data,V ugm-3,93,V ugm-3
2015-01-17,76,V ugm-3,66,V ugm-3,47,V ugm-3,64,V ugm-3,31,V ugm-3,No data,V ugm-3,57,V ugm-3,91,V ugm-3,109,V ugm-3,55,V ugm-3,23,V ugm-3,62,V ugm-3,No data,V ugm-3,69,V ugm-3
2015-01-18,91,V ugm-3,53,V ugm-3,49,V ugm-3,64,V ugm-3,36,V ugm-3,No data,V ugm-3,50,V ugm-3,53,V ugm-3,69,V ugm-3,53,V ugm-3,38,V ugm-3,54,V ugm-3,No data,V ugm-3,108,V ugm-3
2015-01-19,102,V ugm-3,61,V ugm-3,60,V ugm-3,78,V ugm-3,49,V ugm-3,No data,V ugm-3,60,V ugm-3,65,V ugm-3,74,V ugm-3,61,V ugm-3,56,V ugm-3,73,V ugm-3,No data,V ugm-3,130,V ugm-3
2015-01-20,97,V ugm-3,78,V ugm-3,58,V ugm-3,89,V ugm-3,48,V ugm-3,No data,V ugm-3,85,V ugm-3,102,V ugm-3,107,V ugm-3,75,V ugm-3,50,V ugm-3,79,V ugm-3,No data,V ugm-3,114,V ugm-3
2015-01-21,85,V ugm-3,52,V ugm-3,38,V ugm-3,60,V ugm-3,30,V ugm-3,No data,V ugm-3,40,V ugm-3,64,V ugm-3,79,V ugm-3,46,V ugm-3,30,V ugm-3,55,V ugm-3,No data,V ugm-3,82,V ugm-3
2015-01-22,108,V ugm-3,59,V ugm-3,49,V ugm-3,72,V ugm-3,37,V ugm-3,No data,V ugm-3,62,V ugm-3,53,V ugm-3,57,V ugm-3,58,V ugm-3,58,V ugm-3,64,V ugm-3,No data,V ugm-3,133,V ugm-3
2015-01-23,89,V ugm-3,73,V ugm-3,55,V ugm-3,75,V ugm-3,44,V ugm-3,39,V ugm-3,67,V ugm-3,83,V ugm-3,107,V ugm-3,64,V ugm-3,45,V ugm-3,75,V ugm-3,No data,V ugm-3,109,V ugm-3
2015-01-24,64,V ugm-3,38,V ugm-3,35,V ugm-3,75,V ugm-3,30,V ugm-3,24,V ugm-3,38,V ugm-3,31,V ugm-3,56,V ugm-3,39,V ugm-3,33,V ugm-3,57,V ugm-3,No data,V ugm-3,81,V ugm-3
2015-01-25,69,V ugm-3,61,V ugm-3,33,V ugm-3,61,V ugm-3,29,V ugm-3,34,V ugm-3,49,V ugm-3,71,V ugm-3,94,V ugm-3,54,V ugm-3,22,V ugm-3,50,V ugm-3,No data,V ugm-3,77,V ugm-3
2015-01-26,68,V ugm-3,37,V ugm-3,30,V ugm-3,68,V ugm-3,27,V ugm-3,21,V ugm-3,36,V ugm-3,41,V ugm-3,No data,V ugm-3,41,V ugm-3,29,V ugm-3,56,V ugm-3,No data,V ugm-3,90,V ugm-3
2015-01-27,57,V ugm-3,39,V ugm-3,48,V ugm-3,77,V ugm-3,44,V ugm-3,26,V ugm-3,44,V ugm-3,45,V ugm-3,81,V ugm-3,No data,V ugm-3,22,V ugm-3,64,V ugm-3,No data,V ugm-3,101,V ugm-3
2015-01-28,39,V ugm-3,30,V ugm-3,20,V ugm-3,48,V ugm-3,15,V ugm-3,14,V ugm-3,19,V ugm-3,39,V ugm-3,86,V ugm-3,25,V ugm-3,10,V ugm-3,39,V ugm-3,No data,V ugm-3,56,V ugm-3
2015-01-29,49,V ugm-3,36,V ugm-3,25,V ugm-3,63,V ugm-3,22,V ugm-3,21,V ugm-3,25,V ugm-3,47,V ugm-3,92,V ugm-3,33,V ugm-3,13,V ugm-3,49,V ugm-3,No data,V ugm-3,69,V ugm-3
2015-01-30,74,V ugm-3,47,V ugm-3,46,V ugm-3,81,V ugm-3,39,V ugm-3,30,V ugm-3,No data,V ugm-3,52,V ugm-3,76,V ugm-3,48,V ugm-3,27,V ugm-3,64,V ugm-3,No data,V ugm-3,94,V ugm-3
2015-01-31,70,V ugm-3,35,V ugm-3,30,V ugm-3,71,V ugm-3,24,V ugm-3,22,V ugm-3,No data,V ugm-3,33,V ugm-3,52,V ugm-3,35,V ugm-3,20,V ugm-3,52,V ugm-3,No data,V ugm-3,71,V ugm-3
2015-02-01,56,V ugm-3,21,V ugm-3,18,V ugm-3,64,V ugm-3,13,V ugm-3,13,V ugm-3,No data,V ugm-3,16,V ugm-3,31,V ugm-3,20,V ugm-3,18,V ugm-3,39,V ugm-3,No data,V ugm-3,56,V ugm-3
2015-02-02,86,V ugm-3,54,V ugm-3,60,V ugm-3,89,V ugm-3,51,V ugm-3,43,V ugm-3,No data,V ugm-3,57,V ugm-3,71,V ugm-3,64,V ugm-3,48,V ugm-3,76,V ugm-3,No data,V ugm-3,111,V ugm-3
2015-02-03,110,V ugm-3,52,V ugm-3,43,V ugm-3,79,V ugm-3,34,V ugm-3,25,V ugm-3,No data,V ugm-3,38,V ugm-3,55,V ugm-3,46,V ugm-3,48,V ugm-3,71,V ugm-3,No data,V ugm-3,98,V ugm-3
2015-02-04,104,V ugm-3,40,V ugm-3,34,V ugm-3,76,V ugm-3,26,V ugm-3,21,V ugm-3,No data,V ugm-3,29,V ugm-3,58,V ugm-3,40,V ugm-3,35,V ugm-3,61,V ugm-3,No data,V ugm-3,96,V ugm-3
2015-02-05,82,V ugm-3,37,V ugm-3,28,V ugm-3,61,V ugm-3,23,V ugm-3,21,V ugm-3,No data,V ugm-3,29,V ugm-3,45,V ugm-3,35,V ugm-3,31,V ugm-3,56,V ugm-3,No data,V ugm-3,90,V ugm-3
2015-02-06,50,V ugm-3,39,V ugm-3,20,V ugm-3,57,V ugm-3,16,V ugm-3,21,V ugm-3,No data,V ugm-3,24,V ugm-3,37,V ugm-3,28,V ugm-3,25,V ugm-3,47,V ugm-3,No data,V ugm-3,83,V ugm-3
2015-02-07,93,V ugm-3,47,V ugm-3,28,V ugm-3,71,V ugm-3,19,V ugm-3,22,V ugm-3,30,V ugm-3,26,V ugm-3,43,V ugm-3,35,V ugm-3,35,V ugm-3,61,V ugm-3,No data,V ugm-3,96,V ugm-3
2015-02-08,82,V ugm-3,44,V ugm-3,43,V ugm-3,70,V ugm-3,31,V ugm-3,28,V ugm-3,50,V ugm-3,52,V ugm-3,51,V ugm-3,44,V ugm-3,41,V ugm-3,56,V ugm-3,No data,V ugm-3,95,V ugm-3
2015-02-09,92,V ugm-3,52,V ugm-3,51,V ugm-3,72,V ugm-3,46,V ugm-3,38,V ugm-3,50,V ugm-3,43,V ugm-3,61,V ugm-3,53,V ugm-3,45,V ugm-3,70,V ugm-3,No data,V ugm-3,113,V ugm-3
2015-02-10,112,V ugm-3,73,V ugm-3,56,V ugm-3,68,V ugm-3,40,V ugm-3,54,V ugm-3,51,V ugm-3,78,V ugm-3,91,V ugm-3,57,V ugm-3,38,V ugm-3,70,V ugm-3,No data,V ugm-3,107,V ugm-3
2015-02-11,85,V ugm-3,54,V ugm-3,39,V ugm-3,57,V ugm-3,30,V ugm-3,38,V ugm-3,42,V ugm-3,79,V ugm-3,70,V ugm-3,43,V ugm-3,22,V ugm-3,53,V ugm-3,No data,V ugm-3,69,V ugm-3
2015-02-12,102,V ugm-3,No data,V ugm-3,49,V ugm-3,68,V ugm-3,38,V ugm-3,48,V ugm-3,62,V ugm-3,No data,V ugm-3,80,V ugm-3,60,V ugm-3,50,V ugm-3,64,V ugm-3,No data,V ugm-3,84,V ugm-3
2015-02-13,85,V ugm-3,No data,V ugm-3,32,V ugm-3,66,V ugm-3,20,V ugm-3,41,V ugm-3,44,V ugm-3,No data,V ugm-3,97,V ugm-3,45,V ugm-3,15,V ugm-3,55,V ugm-3,No data,V ugm-3,44,V ugm-3
2015-02-14,77,V ugm-3,No data,V ugm-3,35,V ugm-3,74,V ugm-3,27,V ugm-3,36,V ugm-3,51,V ugm-3,61,V ugm-3,70,V ugm-3,53,V ugm-3,37,V ugm-3,59,V ugm-3,No data,V ugm-3,61,V ugm-3
2015-02-15,88,V ugm-3,58,V ugm-3,44,V ugm-3,66,V ugm-3,31,V ugm-3,41,V ugm-3,56,V ugm-3,53,V ugm-3,69,V ugm-3,60,V ugm-3,39,V ugm-3,59,V ugm-3,No data,V ugm-3,71,V ugm-3
2015-02-16,84,V ugm-3,63,V ugm-3,52,V ugm-3,71,V ugm-3,33,V ugm-3,47,V ugm-3,56,V ugm-3,82,V ugm-3,85,V ugm-3,54,V ugm-3,32,V ugm-3,66,V ugm-3,No data,V ugm-3,65,V ugm-3
2015-02-17,96,V ugm-3,52,V ugm-3,52,V ugm-3,74,V ugm-3,39,V ugm-3,41,V ugm-3,47,V ugm-3,54,V ugm-3,65,V ugm-3,48,V ugm-3,39,V ugm-3,68,V ugm-3,No data,V ugm-3,82,V ugm-3
2015-02-18,84,V ugm-3,63,V ugm-3,48,V ugm-3,58,V ugm-3,26,V ugm-3,39,V ugm-3,50,V ugm-3,88,V ugm-3,112,V ugm-3,47,V ugm-3,28,V ugm-3,57,V ugm-3,No data,V ugm-3,57,V ugm-3
2015-02-19,55,V ugm-3,56,V ugm-3,26,V ugm-3,54,V ugm-3,12,V ugm-3,26,V ugm-3,41,V ugm-3,82,V ugm-3,98,V ugm-3,31,V ugm-3,11,V ugm-3,39,V ugm-3,No data,V ugm-3,34,V ugm-3
2015-02-20,95,V ugm-3,54,V ugm-3,55,V ugm-3,78,V ugm-3,42,V ugm-3,40,V ugm-3,53,V ugm-3,59,V ugm-3,83,V ugm-3,52,V ugm-3,40,V ugm-3,64,V ugm-3,No data,V ugm-3,80,V ugm-3
2015-02-21,66,V ugm-3,42,V ugm-3,42,V ugm-3,83,V ugm-3,33,V ugm-3,35,V ugm-3,44,V ugm-3,40,V ugm-3,70,V ugm-3,45,V ugm-3,27,V ugm-3,63,V ugm-3,No data,V ugm-3,74,V ugm-3
2015-02-22,50,V ugm-3,50,V ugm-3,26,V ugm-3,46,V ugm-3,14,V ugm-3,26,V ugm-3,41,V ugm-3,73,V ugm-3,87,V ugm-3,35,V ugm-3,15,V ugm-3,35,V ugm-3,No data,V ugm-3,42,V ugm-3
2015-02-23,46,V ugm-3,39,V ugm-3,20,V ugm-3,40,V ugm-3,14,V ugm-3,18,V ugm-3,29,V ugm-3,66,V ugm-3,112,V ugm-3,No data,V ugm-3,10,V ugm-3,No data,V ugm-3,No data,V ugm-3,42,V ugm-3
2015-02-24,45,V ugm-3,37,V ugm-3,25,V ugm-3,62,V ugm-3,20,V ugm-3,23,V ugm-3,27,V ugm-3,51,V ugm-3,95,V ugm-3,No data,V ugm-3,13,V ugm-3,No data,V ugm-3,No data,V ugm-3,58,V ugm-3
2015-02-25,80,V ugm-3,62,V ugm-3,55,V ugm-3,No data,V ugm-3,36,V ugm-3,41,V ugm-3,48,V ugm-3,78,V ugm-3,No data,V ugm-3,49,V ugm-3,25,V ugm-3,70,V ugm-3,No data,V ugm-3,73,V ugm-3
2015-02-26,76,V ugm-3,47,V ugm-3,33,V ugm-3,No data,V ugm-3,22,V ugm-3,36,V ugm-3,41,V ugm-3,53,V ugm-3,85,V ugm-3,37,V ugm-3,27,V ugm-3,58,V ugm-3,No data,V ugm-3,57,V ugm-3
2015-02-27,67,V ugm-3,56,V ugm-3,52,V ugm-3,No data,V ugm-3,34,V ugm-3,53,V ugm-3,42,V ugm-3,71,V ugm-3,115,V ugm-3,50,V ugm-3,21,V ugm-3,58,V ugm-3,No data,V ugm-3,70,V ugm-3
2015-02-28,39,V ugm-3,42,V ugm-3,15,V ugm-3,34,V ugm-3,6,V ugm-3,27,V ugm-3,27,V ugm-3,56,V ugm-3,87,V ugm-3,19,V ugm-3,9,V ugm-3,30,V ugm-3,No data,V ugm-3,25,V ugm-3
2015-03-01,25,V ugm-3,23,V ugm-3,10,V ugm-3,29,V ugm-3,7,V ugm-3,16,V ugm-3,12,V ugm-3,42,V ugm-3,91,V ugm-3,14,V ugm-3,7,V ugm-3,20,V ugm-3,No data,V ugm-3,40,V ugm-3
2015-03-02,36,V ugm-3,33,V ugm-3,20,V ugm-3,42,V ugm-3,13,V ugm-3,26,V ugm-3,15,V ugm-3,48,V ugm-3,106,V ugm-3,24,V ugm-3,9,V ugm-3,35,V ugm-3,No data,V ugm-3,55,V ugm-3
2015-03-03,46,V ugm-3,39,V ugm-3,27,V ugm-3,48,V ugm-3,16,V ugm-3,31,V ugm-3,21,V ugm-3,61,V ugm-3,117,V ugm-3,27,V ugm-3,No data,V ugm-3,46,V ugm-3,No data,V ugm-3,60,V ugm-3
2015-03-04,76,V ugm-3,43,V ugm-3,38,V ugm-3,70,V ugm-3,28,V ugm-3,44,V ugm-3,38,V ugm-3,47,V ugm-3,84,V ugm-3,41,V ugm-3,No data,V ugm-3,62,V ugm-3,No data,V ugm-3,71,V ugm-3
2015-03-05,62,V ugm-3,52,V ugm-3,55,V ugm-3,77,V ugm-3,36,V ugm-3,48,V ugm-3,40,V ugm-3,56,V ugm-3,120,V ugm-3,47,V ugm-3,No data,V ugm-3,68,V ugm-3,No data,V ugm-3,80,V ugm-3
